Child Company Name,Immediate  %,Parent Company Name,Ultimate %,Jurisdiction of Child Company,Timestamp,Corporate Identifier of Child Company,Source URL,Confidence in this source,Source publication date,No. of OpenCorporates Matches for Parent Company,No of OpenCorporates matches for child company,"Username
",Comment,Directly Controlled?,When was the relationship created?,Date acquired,Date sold,Status
BP Energy do Brasil Ltda,100,BP Brazil Tracking L L C,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP Exploration (Alaska) Inc,100,The Standard Oil Company,100,United States,5/5/2014 15:02:00,us_de/0705017,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP Exploration (Algeria) Limited,100,BP Exploration Operating Company Limited,100,United States,5/5/2014 15:02:00,gb/00972944,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP Foundation Incorporated,100,BP America Inc,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP Gas and Power Company,100,BP Energy Company,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,>1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP Gas Supply (Angola) LLC,100,BP America Production Company,100,United States,5/5/2014 15:02:00,us_de/3951956,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP International Services Company,100,BP America Inc,100,United States,5/5/2014 15:02:00,us_de/2170424,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP Latin America LLC,100,BP Products North America Inc,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP Lubricants USA Inc,100,BP America Inc,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,>1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP Munah Ltd,100,BP America Production Company,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP Nutrition Inc,100,BP America Inc,100,United States,5/5/2014 15:02:00,us_de/2101096,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP Offshore Gathering Systems Inc,100,BP Pipelines (North America) Inc,100,United States,5/5/2014 15:02:00,us_de/2101096,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP Offshore Pipelines Inc,100,BP Pipelines (North America) Inc,100,United States,5/5/2014 15:02:00,us_de/2264475,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP Offshore Response Company LLC,100,BP Exploration & Production Inc,100,United States,5/5/2014 15:02:00,us_de/4926424,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP Oil Marketing Co,100,BP Products North America Inc,100,United States,5/5/2014 15:02:00,us_de/2282582,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP Oil Pipeline Company,100,BP Pipelines (North America) Inc,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,>1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
"BP Oil Shipping Company, USA",100,The Standard Oil Company,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,>1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP Pakistan (Bad in) Inc,100,BP America Production Company,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
"BP Pakistan Exploration and Production, Inc",100,Union Texas International Corporation,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,>1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP Pipelines (Alaska) Inc,100,The Standard Oil Company,100,United States,5/5/2014 15:02:00,us_de/0361528,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP Pipelines (North America) Inc,100,The Standard Oil Company,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,>1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP Products North America Inc,100,The Standard Oil Company,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,>1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP Sakhalin Inc,100,BP America Production Company,100,United States,5/5/2014 15:02:00,us_de/2886636,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP Sharjah LPG Company,100,BP America Production Company,100,United States,5/5/2014 15:02:00,us_de/2029878,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP Sharjah Oil Company,100,BP America Production Company,100,United States,5/5/2014 15:02:00,us_de/0861370,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP Social Investment Company,100,BP America Inc,100,United States,5/5/2014 15:02:00,us_de/2249883,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP Solar Energy North America LLC,100,BP Alternative Energy North America Inc,100,United States,5/5/2014 15:02:00,us_de/3940987,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP Solar International Inc,100,BP Corporation North America Inc,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,>1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP Southern Cone Company,100,BP America Production Company,100,United States,5/5/2014 15:02:00,us_de/0665528,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP Technology Ventures Inc,100,BP Corporation North America Inc,100,United States,5/5/2014 15:02:00,us_de/4304674,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP Transportation (Alaska) Inc,100,BP Pipelines (Alaska) Inc,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,>1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP Trinidad and Tobago LLC,100,BPRY Caribbean Ventures LLC,70,United States,5/5/2014 15:02:00,us_de/0558507,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP West Coast Products LLC,100,BP Products North America Inc,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,>1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP Wind Energy North America Inc,100,BP Alternative Energy North America Inc,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,>1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP Winagar Ltd,100,BP America Production Company,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BPA Investment Holding Company,100,BP Company North America Inc,100,United States,5/5/2014 15:02:00,us_de/3161579,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP-Husky Refining LLC,50,Toledo Refinery Holding Company LLC,50,United States,5/5/2014 15:02:00,us_de/4477230,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BPRY Caribbean Ventures LLC,70,BP Caribbean Company,70,United States,5/5/2014 15:02:00,us_de/3296387,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Burmah Castrol Holdings Inc,100,BP Lubricants USA Inc,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,>1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
ButamaxTM Advanced Biofuels LLC,50,BP Biofuels North America LLC,50,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
"Caesar Oil Pipeline Company, LLC",56,Mardi Gras Transportation System Inc,56,United States,5/5/2014 15:02:00,us_de/3404431,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Candelana Exploration Corporation,100,Atlantic Richfield Company,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Cantera K-3 Limited Partnership,39,Warrenville Development Ltd Partnership,39,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
"Cape Vincent Wind Power, LLC",100,BP Wind Energy North America Inc,100,United States,5/5/2014 15:02:00,us_ny/3332571,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Casitas Pipeline Company,100,ARCO Midcon LLC,100,United States,5/5/2014 15:02:00,us_ca/C0405380,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Castrol Caribbean & Central America Inc,100,Burmah Castrol Holdings Inc,100,United States,5/5/2014 15:02:00,us_de/2223767,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Castrol Industrial North America Inc,100,BP Lubricants USA Inc,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,>1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
CCWE Holdings LLC,"33,33",BP Wind Energy North America Inc,"33,33",United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Cedar Creek II Holdings LLC,50,AE Cedar Creek Holdings LLC,50,United States,5/5/2014 15:02:00,us_de/4336020,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
"Cedar Creek II, LLC",100,Cedar Creek ll Holdings LLC,50,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
"Cedar Creek Wind Energy, LLC",100,CCWE Holdings LLC,"33,33",United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
"ChemConnect, Inc","4,9",BP International Limited,"4,9",United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,>1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Chicago Equity Fund 1995 Limited Partnership,"2,22",BP Amoco Neighborhood Development Corporation,"2,22",United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Chicago Equity Fund 1997 Limited Partnership,"2,22",BP Amoco Neighborhood Development Corporation,"2,22",United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Chicap Pipe Line Company,"56,17",Amoco Pipeline Holding Company,"56,17",United States,5/5/2014 15:02:00,us_de/0658806,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
CH-Twenty Holdings LLC,100,"CH-Twenty, Inc",100,United States,5/5/2014 15:02:00,us_de/2884538,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
"CH-Twenty, Inc","71,43",Atlantic Richfield Company,100,United States,5/5/2014 15:02:00,us_de/2691559,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Coastwise Guaranty Company,100,BP America Inc,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
"Coastwise Trading Company, Inc",100,BP America Production Company,100,United States,5/5/2014 15:02:00,us_md/D04260014,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
"Conti Cross Keys Inn, Inc",100,BP Products North America Inc,100,United States,5/5/2014 15:02:00,us_pa/78854,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Cuyama Pipeline Company,100,ARCO Midcon LLC,100,United States,5/5/2014 15:02:00,us_de/0559428,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
"Cypress Pipeline Company, L L C",50,Amoco Cypress Pipeline Company,50,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Delta Housing Inc,100,Atlantic Richfield Company,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Denali - The Alaska Gas Pipeline LLC,50,BP Alaska Gas Pipelines LLC,50,United States,5/5/2014 15:02:00,uk_ak/116891,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
"Destin Pipeline Company, L L C","66,67",Amoco Destin Pipeline Company,"66,67",United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
"Dradnats, Inc",100,BP Company North America Inc,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,>1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
East Heidelberg Salt Water Disposal Company,"0,44",BP Company North America Inc,"0,44",United States,5/5/2014 15:02:00,us_ma/403916,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
"Edom Hills Project 1, LLC",100,BP Wind Energy North America Inc,100,United States,5/5/2014 15:02:00,us_de/4249309,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Elm Holdings Inc,100,The Standard Oil Company,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Endicott Pipeline Company,"57,45",BP Transportation (Alaska) Inc,"67,9",United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
"Endymion Oil Pipeline Company, LLC",75,"Mardi Gras Endyrnion Oil Pipeline Company, LLC",75,United States,5/5/2014 15:02:00,us_de/3491162,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Energenomics LLC,50,BP Technology Ventures Inc,50,United States,5/5/2014 15:02:00,us_az/L15982520,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
"Energy Americas Receivables Company, LLC",100,BP Products North America Inc,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Energy Global Investments (USA) Inc,100,The Standard Oil Company,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,>1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Enstar LLC,100,ARCO Unimar Holdings LLC,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,>1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
ESJ US Holdings LLC,100,BP Wind Energy North America Inc,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
"Exomet, Inc",100,"Foseco, Inc",100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,>1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
F&H Pipeline Company,100,BP America Production Company,100,United States,5/5/2014 15:02:00,us_de/2199121,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Flat Ridge 2 Holdings LLC,51,BP Wind Energy North America Inc,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Flat Ridge 2 Wind Energy LLC,100,Flat Ridge 2 Wind Holdings LLC,50,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Flat Ridge 2 Wind Holdings LLC,50,Flat Ridge 2 Holdings LLC,50,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Flat Ridge 3 Wind Energy LLC,100,BP Wind Energy North America Inc,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
"Flat Ridge Wind Energy, LLC",100,BP Wind Energy North America Inc,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Ford County Wind Farm LLC,100,Orion Energy L L C,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
"Foseco Holding, Inc",100,Foseco Holding International B V,100,United States,5/5/2014 15:02:00,us_de/0806957,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
"Foseco Management, Inc",100,"Foseco Holding, Inc",100,United States,5/5/2014 15:02:00,us_oh/763457,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
"Foseco Properties, Inc",100,"Foseco, Inc",100,United States,5/5/2014 15:02:00,us_oh/511937,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
"Foseco, Inc",100,Georgetown Holding Company,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,>1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Fowler I Holdings LLC,50,Fowler Ridge Holdings LLC,50,United States,5/5/2014 15:02:00,us_de/4478705,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Fowler II Holdings LLC,50,Fowler Ridge II Holdings LLC,50,United States,5/5/2014 15:02:00,us_de/4485560,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Fowler Ridge Holdings LLC,100,BP Wind Energy North America Inc,100,United States,5/5/2014 15:02:00,us_de/4442265,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Fowler Ridge I Land Investments LLC,100,"Orion Energy Holdings, LLC",100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Fowler Ridge ll Holdings LLC,100,BP Wind Energy North America Inc,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Fowler Ridge ll Wind Farm LLC,100,Fowler II Holdings LLC,50,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Fowler Ridge III Wind Farm LLC,100,BP Wind Energy North America Inc,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Fowler Ridge IV Wind Farm LLC,100,BP Wind Energy North America Inc,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Fowler Ridge Wind Farm LLC,100,Fowler I Holdings LLC,50,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Gardena Holdings Inc,100,BP Amoco Chemical Company,100,United States,5/5/2014 15:02:00,us_de/2500598,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
